date,ville,annee,marque,modele,couleur,km,vin,prix
2026-03-11,Montréal,2024,Jeep,Wrangler Willys,Gray,38995,1C4PJXDN5RW193329,40400
2026-04-15,Montréal,2022,Kia,Carnival,Gray,170374,KNDNE5H36N6089824,19000
2026-04-15,Montréal,2023,Kia,Carnival,Gray,162452,KNDNB5H33P6284307,20200
2026-04-09,Québec,2023,Kia,Carnival Lx+,White,39076,KNDNB5H30P6268890,36600
2026-03-11,Montréal,2023,Kia,Carnival LX+-5D Wagon,AUROR,119466,KNDNB5H37P6284617,24700
2026-04-02,Québec,2024,Kia,Carnival,CERAMIC SILVER,21009,KNDNC5H35R6357077,40700
2026-03-05,Québec,2024,Kia,Carnival LX+,Black,121502,KNDNB5H37R6311284,29300
2026-04-02,Québec,2025,Kia,Carnival,White,29482,KNDNB5K3XS6518282,43100
2026-03-26,Québec,2025,Kia,Carnival Lx+,BLACK,34773,KNDNB5K30S6509719,42400
2026-04-09,Québec,2025,Kia,Carnival Lx+,Black,35245,KNDNB5K33S6508466,44200
2026-04-02,Québec,2026,Kia,Carnival,White,11715,KNDNC5K36T6595679,50400
2026-04-15,Montréal,2022,Kia,Ev6,RUNWAY RED PEARL,33056,KNDC4DLC3N5071301,33200
2026-03-04,Montréal,2022,Kia,EV6 Long Range GT-Line 2-4D Utility,Steel Gray,73847,KNDC4DLC2N5041934,26500
2026-03-04,Montréal,2022,Kia,EV6 Long Range GT-Line 2-4D Utility,Yacht Blue,86927,KNDC4DLC6N5040852,26500
2026-04-01,Montréal,2022,Kia,Ev6 Long Range W/Gt-Line Pkg 2,SNOW,71290,KNDC4DLC0N5030480,30700
2026-04-01,Montréal,2022,Kia,Ev6 Long Range W/Gt-Line Pkg 2,AUROR,50880,KNDC4DLC1N5030150,32500
2026-04-08,Montréal,2022,Kia,Ev6 Long Range Gt-Line 2-4D Utility,RUNWA...,54080,KNDC4DLCXN5034620,32000
2026-03-04,Montréal,2023,Kia,EV6 GT,Red,42899,KNDC5DLE5P5109080,34700
2026-04-01,Montréal,2023,Kia,Ev6 Gt,Gray,74737,KNDC5DLE7P5108626,36800
2026-03-19,Québec,2023,Kia,EV6 GT-4D Utility AWD,RUNWA,59483,KNDC5DLE3P5108722,34600
2026-04-01,Montréal,2023,Kia,Ev6 Gt-4D Utility Awd,SNOW,51092,KNDC5DLEXP5108040,35000
2026-03-04,Montréal,2023,Kia,EV6 Long Range w/GT-Line Pkg,Red,88664,KNDC4DLC8P5127350,31100
2026-04-15,Montréal,2024,Kia,Ev6,AURORA BLACK PEARL,8293,KNDC4DLC2R5219055,39100
2026-03-05,Québec,2024,Kia,EV6 AWD Land,Aurora,39544,KNDC3DLC7R5230250,31800
2026-04-09,Québec,2024,Kia,Ev6 Gt-Line Sport Utility 4D,BLUE,13347,KNDC4DLC2R5218519,39200
2026-03-18,Montréal,2024,Kia,EV6 Land W/GT-Line Pkg 1,SNOW,15653,KNDC4DLC7R5186845,38900
2026-04-02,Québec,2025,Kia,Ev9,BLUE,32518,KNDAEFS50S6056439,57000
2026-04-09,Québec,2017,Kia,Forte Lx,Gray,130805,3KPFK4A78HE007000,5700
2026-04-02,Québec,2019,Kia,Forte,Blue,107220,3KPF24AD5KE094318,9100
2026-02-26,Québec,2019,Kia,Forte EX,White,161653,3KPF54AD8KE088777,10400
2026-03-26,Québec,2019,Kia,Forte Lx,Gray,114290,3KPF24AD1KE130196,5700
2026-02-25,Montréal,2020,Kia,Forte LX,Gray,61733,3KPF24ADXLE144700,10800
2026-03-18,Montréal,2020,Kia,Forte LX,Gray,147311,3KPF24AD5LE223305,6800
2026-03-11,Montréal,2021,Kia,Forte EX,Other,88302,3KPF54AD7ME350551,12000
2026-03-26,Québec,2021,Kia,Forte Ex,Gray,45578,3KPF54AD9ME399802,14300
2026-04-08,Montréal,2021,Kia,Forte Ex,Black,158461,3KPF54ADXME282357,9700
2026-04-09,Québec,2021,Kia,Forte Lx,Blue,112476,3KPF24AD9ME365254,11100
2026-03-11,Montréal,2022,Kia,Forte GT Limited-4D Sedan AT,SNOW,66872,3KPF44AC8NE432221,19600
2026-03-11,Montréal,2022,Kia,Forte GT Limited-4D Sedan AT,FIRE OR,88570,3KPF44AC1NE433002,16800
2026-04-01,Montréal,2023,Kia,Forte Ex Premium-4D Sedan At,GRAVIT,3723,3KPF34AD7PE697498,18500
2026-04-01,Montréal,2023,Kia,Forte Ex Plus-4D Sedan At,GRAVIT,57265,3KPF34AD0PE570155,14700
2026-03-25,Montréal,2023,Kia,Forte Ex-4D Sedan At,,45711,NOVIN-1B8A8BE59B,17400
2026-03-11,Montréal,2023,Kia,Forte LX-4D Sedan at,SNOW,68579,3KPF24AD4PE589777,15700
2026-04-08,Montréal,2023,Kia,Forte Lx-4D Sedan At,SNOW...,98251,3KPF24AD4PE605881,12100
2026-04-15,Montréal,2024,Kia,Forte,AURORA BLACK PEARL,26651,3KPF34AD5RE791673,17400
2026-03-04,Montréal,2024,Kia,Forte EX,Black,31665,3KPF24AD7RE723670,19300
2026-04-01,Montréal,2024,Kia,Forte Ex,Red,47522,3KPF34AD7RE738313,18000
2026-03-11,Montréal,2023,Kia,Forte5 GT Limited,White,29683,KNAF45A78P5165988,20900
2026-04-15,Montréal,2025,Kia,K4,Blue,4298,3KPFT4DE4SE042647,21200
2026-04-08,Montréal,2025,Kia,K4 Ex,Gray,35620,3KPFU4DE7SE147910,23000
2026-04-08,Montréal,2025,Kia,K4 Lx,Red,6750,3KPFT4DE4SE116021,21600
2026-03-18,Montréal,2022,Kia,K5 GT-4D Sedan FWD,GLACIE,86933,5XXG44J84NG166901,24700
2026-04-09,Québec,2023,Kia,K5 Gt,WHITE,67835,5XXG44J81PG177695,24200
2026-03-26,Québec,2018,Kia,Niro L,BLACK,97555,KNDCB3LC4J5167920,12300
2026-03-25,Montréal,2020,Kia,Niro Ev Ev Sx Touring-4D Utility,,94088,NOVIN-640CBE2D26,15200
2026-03-04,Montréal,2022,Kia,Niro EV EV EX+-4D Utility,Runway Red,73179,KNDCC3LG5N5160982,18000
2026-03-25,Montréal,2022,Kia,Niro Ev Ev Sx Touring-4D Utility,,38236,NOVIN-D9DA8F1B23,20800
2026-03-25,Montréal,2022,Kia,Niro Ev Ev Ex+-4D Utility,,79636,NOVIN-B5D8C9BE14,18600
2026-03-25,Montréal,2022,Kia,Niro Ev Ev Ex-4D Utility,,81720,NOVIN-52DFE257B3,17100
2026-03-25,Montréal,2022,Kia,Niro Ev Ev Sx Touring-4D Utility,,61539,NOVIN-8B4A2E6230,17000
2026-03-25,Montréal,2022,Kia,Niro Ev Sx Touring,,71946,NOVIN-5F73D97833,19600
2026-04-01,Montréal,2022,Kia,Niro Ev Ev Sx Touring-4D Utility,AUROR,82913,KNDCE3LG5N5146283,17600
2026-04-01,Montréal,2022,Kia,Niro Ev Ev Ex+-4D Utility,RUNWA,95136,KNDCC3LG3N5147017,16900
2026-04-08,Montréal,2022,Kia,Niro Ev Ev Sx Touring-4D Utility,GRAPHI...,136079,KNDCE3LG6N5146129,15900
2026-04-09,Québec,2022,Kia,Niro Ev Ev Ex+-4D Utility,YATCH,74029,KNDCC3LG2N5147686,20300
2026-04-15,Montréal,2022,Kia,Niro Ev,AURORA BLACK PEARL,76962,KNDCE3LG5N5146297,19100
2026-02-25,Montréal,2022,Kia,Niro Plug-In Hybrid EX Premium,Blue,85335,KNDCD3LD9N5540734,19600
2026-02-25,Montréal,2022,Kia,Niro Plug-In Hybrid EX,White,116282,KNDCD3LD9N5540636,18200
2026-04-01,Montréal,2022,Kia,Niro Plug-In Hybrid Sx Touring Plug-In-4D Utility,RUNWA,53329,KNDCC3LD2N5530520,23100
2026-03-11,Montréal,2023,Kia,Niro EV EV Limited-4D Utility,MINERA,52060,KNDCT3L12P5062927,25000
2026-03-18,Montréal,2023,Kia,Niro EV EV Premium-4D Utility,SNOW,63816,KNDCP3L10P5039652,24400
2026-03-18,Montréal,2023,Kia,Niro EV EV Premium+-4D Utility,SNOW,55486,KNDCR3L12P5046659,24000
2026-03-19,Québec,2023,Kia,Niro EV EV Premium+-4D Utility,AUROR,72173,KNDCR3L17P5032496,24400
2026-03-25,Montréal,2023,Kia,Niro Ev Ev Limited-4D Utility,,43938,NOVIN-4E17620D47,26700
2026-04-08,Montréal,2023,Kia,Niro Ev 4D Utility Ev Premium,AUROR...,73158,KNDCR3L12P5066636,21900
2026-04-15,Montréal,2023,Kia,Niro Ev,STEEL GREY METALLIC,31465,KNDCP3L18P5063309,21500
2026-04-15,Montréal,2023,Kia,Niro Ev,AURORA BLACK PEARL,49191,KNDCT3L12P5044282,27800
2026-04-15,Montréal,2023,Kia,Niro Ev,SNOW WHITE PEARL,51268,KNDCT3L15P5051629,28100
2026-03-26,Québec,2023,Kia,Niro Ex-4D Utility,CITYSC,37191,KNDCR3LE6P5086438,25300
2026-03-11,Montréal,2024,Kia,Niro EV FWD,BLACK,57357,KNDCR3L19R5079354,27200
2026-03-11,Montréal,2024,Kia,Niro EV Wave,WHITE,8723,KNDCT3L18R5122874,33500
2026-03-18,Montréal,2024,Kia,Niro EV Wind,White,1,KNDCP3L11R5117505,3700
2026-03-26,Québec,2024,Kia,Niro Ev 4D Utility Wind+ Ev,MINERA,32110,KNDCR3L10R5093787,25200
2026-03-25,Montréal,2024,Kia,Niro Ev 4D Utility Wind+ Ev,,62686,NOVIN-A7FA250ECC,26000
2026-03-04,Montréal,2025,Kia,Niro EV 4D Utility Wind+ EV,Mineral Green,3058,KNDCR3L10S5138653,29400
2026-03-25,Montréal,2025,Kia,Niro Ev 4D Utility Wind+ Ev,,9665,NOVIN-3F401633E9,27500
2026-03-05,Québec,2025,Kia,Niro Plug-In Hybrid EX PHEV,Runway,5024,KNDCS3LF8S5304191,33000
2026-04-09,Québec,2026,Kia,Niro Ex,White,23093,KNDCR3LE2T5321993,30200
2026-03-05,Québec,2026,Kia,Niro Plug-In Hybrid EX Premium PHEV,Steel,16276,KNDCS3LFXT5315498,38500
2026-03-26,Québec,2016,Kia,Optima Lx+,Gray,93533,5XXGT4L30GG046987,5900
2026-04-02,Québec,2020,Kia,Optima,White,125917,5XXGU4L39LG439183,13000
2026-03-19,Québec,2013,Kia,Rio LX+ ECO,Black,98504,KNADM4A39D6142031,5000
2026-03-18,Montréal,2015,Kia,Rio LX,Blue,117911,KNADM5A35F6486187,2150
2026-03-05,Québec,2020,Kia,Rio 5-Door EX,Silver,190738,3KPA35AD1LE319218,4000
2026-03-18,Montréal,2020,Kia,Rio 5-Door EX,Gray,189755,3KPA35AD0LE321686,4100
2026-03-19,Québec,2020,Kia,Rio 5-Door LX+,Silver,103676,3KPA25AD7LE342599,11800
2026-03-18,Montréal,2023,Kia,Rio 5-Door LX+,Black,82973,3KPA25AD6PE522419,12400
2026-04-01,Montréal,2015,Kia,Rondo Lx,White,180661,KNAHT8A33F7092347,3800
2026-03-11,Montréal,2017,Kia,Sedona LX,Black,172455,KNDMB5C16H6258769,5600
2026-04-01,Montréal,2019,Kia,Sedona Lx,White,281152,KNDMB5C16K6517168,2000
2026-03-19,Québec,2020,Kia,Sedona LX,Silver,139999,KNDMB5C14L6657480,16900
2026-03-26,Québec,2020,Kia,Sedona Sx,Blue,152333,KNDMC5C13L6562454,16100
2026-04-02,Québec,2021,Kia,Seltos,Orange,39764,KNDETCA21M7139243,18200
2026-03-05,Québec,2021,Kia,Seltos 4D Utility AWD SX Turbo,Steel,130030,KNDETCA21M7163302,16600
2026-03-04,Montréal,2021,Kia,Seltos EX,Gray,106188,KNDERCAA5M7065315,10000
2026-03-04,Montréal,2021,Kia,Seltos EX Premium-4D Utility AWD,Snow White,84981,KNDERCAA4M7133958,19300
2026-04-01,Montréal,2021,Kia,Seltos Ex,Blue,123503,KNDEUCAA3M7226789,13300
2026-02-26,Québec,2021,Kia,Seltos LX,Silver,77246,KNDEPCAA7M7198714,16000
2026-04-08,Montréal,2021,Kia,Seltos Lx Sport Utility 4D,Yellow,120637,KNDEPCAA9M7123920,13800
2026-04-09,Québec,2021,Kia,Seltos Lx,Black,94937,KNDEP2AA9M7219878,14200
2026-04-15,Montréal,2022,Kia,Seltos,BLACK CHERRY PEARL,61708,KNDEPCAA6N7308198,18100
2026-03-19,Québec,2022,Kia,Seltos EX,Blue,95760,KNDEUCAA2N7330997,18000
2026-04-01,Montréal,2022,Kia,Seltos Ex-4D Utility Awd,GRAVIT,54929,KNDEUCAAXN7324770,19200
2026-04-08,Montréal,2022,Kia,Seltos Ex-4D Utility Awd,SNOW...,79205,KNDEUCAA3N7314064,19500
2026-03-18,Montréal,2022,Kia,Seltos SX Turbo,BLACK,97513,KNDETCA23N7340482,18500
2026-03-18,Montréal,2022,Kia,Seltos SX Turbo,Other,79479,KNDETCA25N7345425,20000
2026-03-25,Montréal,2022,Kia,Seltos Sx Turbo-4D Utility Awd,,95816,NOVIN-714F1EA211,18900
2026-04-02,Québec,2023,Kia,Seltos,Gray,63442,KNDERCAA3P7372745,22400
2026-04-15,Montréal,2023,Kia,Seltos,White,97853,KNDEUCAA5P7353886,19200
2026-04-15,Montréal,2023,Kia,Seltos,SNOW WHITE PEARL,50624,KNDETCA22P7414736,23500
2026-04-15,Montréal,2023,Kia,Seltos,DARK OCEAN BLUE PEAR,25071,KNDERCAAXP7441348,25100
2026-04-15,Montréal,2023,Kia,Seltos,NEPTUNE BLUE PEARL M,36209,KNDEPCAA5P7447922,19000
2026-03-05,Québec,2023,Kia,Seltos EX Premium 4D Utility AWD,Snow,48523,KNDERCAA3P7441725,21900
2026-03-19,Québec,2023,Kia,Seltos EX,White,51032,KNDEUCAA8P7346592,22600
2026-04-01,Montréal,2023,Kia,Seltos Ex Premium-4D Utility Awd,NEPTU,29203,KNDERCAA9P7426548,25300
2026-03-18,Montréal,2023,Kia,Seltos SX Turbo-4D Utility AWD,CHERR,44338,KNDETCA23P7407522,24400
2026-03-19,Québec,2023,Kia,Seltos SX Turbo-4D Utility AWD,CHERR,40004,KNDETCA23P7385120,24900
2026-03-25,Montréal,2024,Kia,Seltos 4D Utility Awd Lx,,29042,NOVIN-DF38F32081,21800
2026-03-04,Montréal,2024,Kia,Seltos EX,White,71070,KNDEUCAA6R7662544,23000
2026-03-04,Montréal,2024,Kia,Seltos EX,Gray,65464,KNDEUCAA6R7659353,22250
2026-04-01,Montréal,2024,Kia,Seltos Ex,Black,52318,KNDEU2AA6R7561109,21200
2026-02-25,Montréal,2024,Kia,Seltos LX,White,23733,KNDEPCAA3R7612370,23900
2026-04-01,Montréal,2024,Kia,Seltos Sx,White,37205,KNDETCA71R7560799,27000
2026-04-01,Montréal,2025,Kia,Seltos Ex,White,27131,KNDEUCAA1S7672811,26900
2026-04-09,Québec,2026,Kia,Seltos Ex Premium,Gray,4701,KNDERCAA6T7871257,31500
2026-04-01,Montréal,2011,Kia,Sorento Ex,Black,241851,5XYKUDA24BG043757,1500
2026-03-11,Montréal,2012,Kia,Sorento LX,Black,195848,5XYKTDA2XCG194557,2350
2026-04-02,Québec,2016,Kia,Sorento,Purple,154890,5XYPGDA3XGG073830,6500
2026-03-05,Québec,2017,Kia,Sorento 4D Utility AWD LX,Remington,207392,5XYPGDA31HG228489,4200
2026-03-25,Montréal,2017,Kia,Sorento Ex V6,Red,160874,5XYPHDA55HG305198,6200
2026-02-25,Montréal,2017,Kia,Sorento LX Turbo,Gray,103602,5XYPGDA14HG282500,11800
2026-03-19,Québec,2018,Kia,Sorento EX+ V6,Purple,156550,5XYPHDA5XJG360512,10200
2026-03-04,Montréal,2018,Kia,Sorento LX V6,Gray,168959,5XYPGDA52JG379784,7200
2026-03-19,Québec,2018,Kia,Sorento LX,White,162839,5XYPG4A39JG377755,9000
2026-04-02,Québec,2019,Kia,Sorento,White,97257,5XYPGDA55KG458349,14200
2026-03-19,Québec,2019,Kia,Sorento EX Premium,White,119061,5XYPHDA58KG600738,15700
2026-03-26,Québec,2019,Kia,Sorento Ex,White,148314,5XYPHDA56KG602052,11600
2026-04-08,Montréal,2019,Kia,Sorento Ex,Gray,332621,5XYPHDA54KG550257,5700
2026-04-08,Montréal,2019,Kia,Sorento Ex 2.4,Gray,58533,5XYPHDA30KG475572,18100
2026-04-09,Québec,2019,Kia,Sorento Lx,Blue,76910,5XYPGDA36KG442949,14500
2026-04-09,Québec,2019,Kia,Sorento Lx V6 Premium,Black,129779,5XYPGDA52KG598665,13800
2026-03-26,Québec,2020,Kia,Sorento Ex V6,Gray,135965,5XYPHDA55LG624240,16600
2026-03-26,Québec,2021,Kia,Sorento Ex,Gray,97692,5XYRHDLF2MG024937,24600
2026-04-09,Québec,2021,Kia,Sorento Ex Sport Utility 4D,GRAY,62360,5XYRHDLF3MG048597,26900
2026-03-04,Montréal,2021,Kia,Sorento LX+,Black,147550,5XYRGDLC7MG067419,15200
2026-03-19,Québec,2021,Kia,Sorento SX,RED,86868,5XYRKDLF2MG023627,28000
2026-04-02,Québec,2022,Kia,Sorento,WOLF GRAY METALLIC,26008,5XYRGDLC4NG093235,26400
2026-04-15,Montréal,2022,Kia,Sorento,GRAVITY GREY PEARL,102070,5XYRGDLC5NG106719,22500
2026-02-25,Montréal,2022,Kia,Sorento LX+,Gray,146232,5XYRGDLC7NG081516,18500
2026-03-11,Montréal,2022,Kia,Sorento SX-4D Utility AT AWD 6P,EBONY,114841,5XYRKDLF8NG082229,24300
2026-04-15,Montréal,2023,Kia,Sorento,GRAVITY GREY METALLI,58289,5XYRGDLC0PG180407,27300
2026-04-09,Québec,2023,Kia,Sorento Ex+-4D Utility At Awd 6P,GRAVIT,37687,5XYRHDLF3PG179727,33700
2026-03-25,Montréal,2023,Kia,Sorento Lx Premium-4D Utility At Awd,,101941,NOVIN-3E3CE2A26F,24400
2026-03-11,Montréal,2023,Kia,Sorento LX+,Other,37239,5XYRGDLC9PG245318,28900
2026-03-26,Québec,2023,Kia,Sorento X-Line-4D Utility At Awd 6P,GRAVIT,59875,5XYRGDLF9PG180044,30200
2026-04-15,Montréal,2024,Kia,Sorento,GLACIER WHITE PEARL,4195,5XYRHDJF0RG268743,42700
2026-04-08,Montréal,2024,Kia,Sorento 4D Utility Awd X-Line,WOLF G...,52160,5XYRHDJFXRG286358,37300
2026-03-04,Montréal,2025,Kia,Sorento EX,White,30426,5XYRHDJF8SG380213,38500
2026-03-11,Montréal,2025,Kia,Sorento EX,Black,28410,5XYRHDJF8SG378588,38500
2026-03-11,Montréal,2025,Kia,Sorento EX,Blue,33215,5XYRHDJF5SG370237,38000
2026-03-18,Montréal,2025,Kia,Sorento EX,Black,30845,5XYRHDJF1SG370820,38000
2026-03-25,Montréal,2025,Kia,Sorento Ex,Black,42977,5XYRHDJF9SG379717,37500
2026-04-01,Montréal,2025,Kia,Sorento Hybrid Ex,WHITE,4756,KNDRGDJG4S5408027,42400
2026-03-18,Montréal,2025,Kia,Sorento Plug-In Hybrid EX,Black,9829,KNDRJDJH7S5407125,43500
2026-03-25,Montréal,2025,Kia,Sorento X-Line Limited-4D Utility Awd,,26230,NOVIN-02D9C6AFEF,46100
2026-03-26,Québec,2018,Kia,Soul Ex,Blue,101510,KNDJP3A57J7510690,10000
2026-03-18,Montréal,2019,Kia,Soul EV EV Luxury,White,99231,KNDJX3AE0K7037541,5250
2026-03-25,Montréal,2019,Kia,Soul Ev Ev Luxury,White,103023,KNDJX3AE2K7038559,7300
2026-03-25,Montréal,2021,Kia,Soul Ev Ev Limited-5D Hatchback At,,121250,NOVIN-1CFE4DF903,9700
2026-03-05,Québec,2022,Kia,Soul EV EV Premium 5D Hatchback,Black,56475,KNDJ23A27N7028280,14300
2026-03-11,Montréal,2022,Kia,Soul EV EV Premium-5D Hatchback AT,GRAVIT,52738,KNDJ23A22N7028185,15300
2026-03-18,Montréal,2022,Kia,Soul EV EV Limited-5D Hatchback at,GRAVIT,50659,KNDJ33A18N7027126,17900
2026-03-18,Montréal,2022,Kia,Soul EV EV Limited,Other,109226,KNDJ33A13N7023663,16500
2026-03-18,Montréal,2022,Kia,Soul EV EV Limited,Other,102890,KNDJ33A13N7026028,15900
2026-03-19,Québec,2022,Kia,Soul EV EV Limited-5D Hatchback AT,GRAVIT,93406,KNDJ33A18N7025926,14500
2026-03-26,Québec,2022,Kia,Soul Ev Ev Premium-5D Hatchback At,BLACK,102441,KNDJ23A20N7027312,13300
2026-03-25,Montréal,2022,Kia,Soul Ev Ev Limited-5D Hatchback At,,60940,NOVIN-4E7CB9EBD8,19600
2026-03-25,Montréal,2022,Kia,Soul Ev Ev Premium-5D Hatchback At,,20071,NOVIN-37D155D7F5,17300
2026-03-25,Montréal,2022,Kia,Soul Ev Ev Limited-5D Hatchback At,,88643,NOVIN-F50461024A,17000
2026-03-25,Montréal,2022,Kia,Soul Ev Ev Premium-5D Hatchback At,,81473,NOVIN-2ECEC508B7,15000
2026-04-01,Montréal,2022,Kia,Soul Ev Ev Premium-5D Hatchback At,SHADO,64878,KNDJ23A2XN7026846,15100
2026-04-01,Montréal,2022,Kia,Soul Ev Ev Premium-5D Hatchback At,SHADO,94541,KNDJ23A23N7028003,13300
2026-04-08,Montréal,2022,Kia,Soul Ev Ev Limited-5D Hatchback At,SNOW...,88602,KNDJ33A19N7028432,17000
2026-04-08,Montréal,2022,Kia,Soul Ev Ev Premium-5D Hatchback At,SNOW...,84507,KNDJ23A28N7028501,16200
2026-04-15,Montréal,2022,Kia,Soul Ev,GRAVITY GRAY METALLI,39759,KNDJ33A14N7028595,19500
2026-04-15,Montréal,2022,Kia,Soul Ev,GRAVITY GREY PEARL,26981,KNDJ23A23N7027160,14600
2026-04-15,Montréal,2022,Kia,Soul Ev,GRAVITY GREY METALLI,81418,KNDJ33A10N7027959,18700
2026-04-15,Montréal,2022,Kia,Soul Ev,GRAVITY GRAY METALLI,62602,KNDJ23A21N7028579,14400
2026-03-05,Québec,2022,Kia,Soul EX Premium 5D Hatchback,Snow,26906,KNDJ33AU4N7826072,17400
2026-03-04,Montréal,2022,Kia,Soul EX Premium-5D Hatchback AT,Gravity Gray,58630,KNDJ33AU1N7824814,17200
2026-03-18,Montréal,2022,Kia,Soul EX Plus-5D Hatchback AT,SNOW,40840,KNDJ33AUXN7177104,17200
2026-03-11,Montréal,2022,Kia,Soul EX-5D Hatchback AT,BLACK,48618,KNDJ33AU4N7804086,15200
2026-03-25,Montréal,2023,Kia,Soul Ev Ev Premium-5D Hatchback At,,93109,NOVIN-EA79D22CA6,13900
2026-03-25,Montréal,2023,Kia,Soul Ev Ev Premium-5D Hatchback At,,48473,NOVIN-4ABF34A2A2,17000
2026-04-01,Montréal,2023,Kia,Soul Ev Ev Premium-5D Hatchback At,NEPTU,50602,KNDJ23A28P7031739,16900
2026-04-08,Montréal,2023,Kia,Soul Ev Ev Premium-5D Hatchback At,SNOW...,100975,KNDJ23A29P7030079,15200
2026-04-08,Montréal,2023,Kia,Soul Ev Ev Premium-5D Hatchback At,GRAVIT...,51830,KNDJ23A29P7029708,15600
2026-04-09,Québec,2023,Kia,Soul Ev Ev Limited-5D Hatchback At,FUSION,38365,KNDJ33A13P7031247,22400
2026-04-15,Montréal,2023,Kia,Soul Ev,NEPTUNE BLUE METALLI,90765,KNDJ23A27P7029934,16000
2026-03-18,Montréal,2023,Kia,Soul EX-5D Hatchback at,GRAVIT,42234,KNDJ33AU6P7862266,18200
2026-04-01,Montréal,2023,Kia,Soul Ex-5D Hatchback At,NEPTU,50095,KNDJ33AU5P7205006,16400
2026-04-01,Montréal,2023,Kia,Soul Ex-5D Hatchback At,GRAVIT,59188,KNDJ33AU5P7874327,16600
2026-04-08,Montréal,2023,Kia,Soul Ex-5D Hatchback At,FUSION...,13358,KNDJ33AU3P7870826,20300
2026-03-25,Montréal,2023,Kia,Soul Gt-Line Limited-5D Hatchback A,,47571,NOVIN-0C850AECAA,21400
2026-03-25,Montréal,2023,Kia,Soul Lx-5D Hatchback At,,75353,NOVIN-AF4F47A652,13700
2026-02-26,Québec,2016,Kia,Sportage EX,Blue,0,,7800
2026-03-26,Québec,2017,Kia,Sportage Lx,Gray,156549,KNDPMCAC1H7105419,8300
2026-03-25,Montréal,2017,Kia,Sportage Sx Turbo,Black,252060,KNDPRCA62H7058204,7000
2026-04-09,Québec,2018,Kia,Sportage Ex,Black,106874,KNDPNCAC2J7437596,12800
2026-03-26,Québec,2020,Kia,Sportage Ex,White,90193,KNDPNCAC7L7841111,15800
2026-03-05,Québec,2020,Kia,Sportage LX,Black,125355,KNDPM3ACXL7672799,13400
2026-04-08,Montréal,2020,Kia,Sportage Lx,Black,149703,KNDPM3AC5L7645543,9400
2026-04-08,Montréal,2021,Kia,Sportage Ex S,Black,125554,KNDPNCAC2M7913074,14500
2026-04-15,Montréal,2022,Kia,Sportage,HYPER RED,41394,KNDPNCAC9N7010549,19800
2026-03-05,Québec,2022,Kia,Sportage EX S,Other,69828,KNDPNCAC1N7024090,20000
2026-03-04,Montréal,2022,Kia,Sportage EX S-4D Utility AWD,Snow White,42944,KNDPNCAC6N7019631,20300
2026-03-11,Montréal,2022,Kia,Sportage EX Premium S-4D Utility AWD,SNOW,45984,KNDPNCACXN7018305,22800
2026-03-11,Montréal,2022,Kia,Sportage EX S,Other,80389,KNDPNCACXN7945921,20700
2026-03-11,Montréal,2022,Kia,Sportage EX S-4D Utility AWD,STEEL,78470,KNDPNCAC9N7023172,19600
2026-03-11,Montréal,2022,Kia,Sportage EX S-4D Utility AWD,BLACK,86253,KNDPNCAC3N7017948,20100
2026-03-11,Montréal,2022,Kia,Sportage EX Premium S-4D Utility AWD,HYPER,63878,KNDPNCAC5N7021998,21500
2026-03-11,Montréal,2022,Kia,Sportage EX S-4D Utility AWD,SNOW,67116,KNDPNCACXN7976361,21700
2026-03-18,Montréal,2022,Kia,Sportage EX Premium S-4D Utility AWD,SNOW,79914,KNDPNCAC8N7022868,21500
2026-03-25,Montréal,2022,Kia,Sportage Ex Premium S-4D Utility Awd,,29590,NOVIN-2076CC223F,22100
2026-03-25,Montréal,2022,Kia,Sportage Ex Premium S-4D Utility Awd,,60432,NOVIN-8024886DAD,20000
2026-03-18,Montréal,2022,Kia,Sportage LX Nightsky,Black,50967,KNDPMCAC8N7948240,17400
2026-03-26,Québec,2022,Kia,Sportage Lx,Blue,110470,KNDPMCAC6N7958717,16600
2026-03-11,Montréal,2022,Kia,Sportage S X-4D Utility AWD,STEEL,38788,KNDPRCA67N7023640,23000
2026-03-05,Québec,2022,Kia,Sportage SX 4D Utility AWD,Black,80071,KNDPRCA65N7024155,21500
2026-03-18,Montréal,2022,Kia,Sportage SX,Other,88570,KNDPRCA68N7023856,21600
2026-03-18,Montréal,2022,Kia,Sportage SX-4D Utility AWD,BLACK,63450,KNDPRCA62N7023867,22900
2026-03-25,Montréal,2022,Kia,Sportage Sx-4D Utility Awd,,70168,NOVIN-C7F487ACA8,20400
2026-03-25,Montréal,2022,Kia,Sportage Sx-4D Utility Awd,,51092,NOVIN-2E2613FD5D,21700
2026-04-02,Québec,2023,Kia,Sportage,Gray,35806,KNDPU3AF8P7180594,22900
2026-04-15,Montréal,2023,Kia,Sportage,BLACK,50665,KNDPUCAF9P7211805,27400
2026-04-15,Montréal,2023,Kia,Sportage,White,47700,KNDPXCAF0P7194514,31000
2026-04-15,Montréal,2023,Kia,Sportage,DAWNING RED PEARL ME,65270,KNDPUCAF1P7171476,21400
2026-04-15,Montréal,2023,Kia,Sportage,VESTA BLUE METALLIC,109716,KNDPXCAF9P7066062,22500
2026-04-01,Montréal,2023,Kia,Sportage 4D Utility Awd X-Line Limited,STEEL,30708,KNDPXCAF3P7182051,31100
2026-04-08,Montréal,2023,Kia,Sportage 4D Utility Awd X-Line Limited,SNOW...,38177,KNDPXCAF4P7203313,31500
